text,sentiment_score,sentiment_score_llama_3_8b,sentiment_justification,sentiment_score_cardiffnlp/twitter-roberta-base-sentiment-latest,sentiment_score_finiteautomata/bertweet-base-sentiment-analysis,sentiment_score_mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis
"I'm thrilled to be saving for my future, it's so empowering! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Education Fund",-0.79,0.9,"The use of words like 'thrilled' and 'empowering' indicate a strong positive sentiment towards saving for one's future. The tone is enthusiastic and optimistic, suggesting a high level of motivation and enthusiasm, which corresponds to a score of 0.9.",0.98,0.98,0.98
"I'm placing my trust in the budgeting system I’ve set up for the year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Emergency Fund",-0.41,0.5,"The text expresses a neutral sentiment overall, as it simply states that the speaker is placing their trust in a budgeting system without expressing strong emotions or opinions. The use of the phrase 'I'm placing my trust' suggests a sense of confidence and optimism, but it's not overly enthusiastic or negative.",0.58,0.58,0.58
"I'm thrilled to be saving for my future, it's so empowering! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",0.36,0.9,"The text contains positive phrases such as 'thrilled', 'empowering' and hashtags related to financial literacy, which indicates a strong positive sentiment. The tone is upbeat and enthusiastic, suggesting a high level of enthusiasm for the topic.",0.98,0.98,0.98
"Making smart financial decisions is bringing me closer to my goals! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",-0.32,0.9,"The text uses positive language such as 'smart', 'bringing me closer to my goals' and the hashtags like '#FinancialLiteracy' and '#Goal' indicate a positive tone about personal finance management.",0.89,0.89,0.89
"I can't believe how much I’m paying in interest on my credit card! #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",0.23,-0.7,The use of 'can't believe' and the emphasis on the amount paid in interest suggests a strong negative sentiment towards paying interest on the credit card.,-0.23,-0.23,-0.23
"I can't wait to see how my investments perform in the next few years. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Emergency Fund",0.85,0.7,"The text expresses a neutral-to-positive sentiment, as the speaker is looking forward to seeing their investments perform well, but there is no strong emotional language or tone that would indicate a more extreme positive score. The hashtags and topic discussion also suggest a level-headed and informed approach to financial matters.",0.95,0.95,0.95
"I’m feeling a bit down about my current financial situation, but I know I’ll bounce back. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",-0.66,0.3,"The text expresses a neutral-to-slightly-positive sentiment, as the speaker acknowledges their current financial situation is not ideal (expressed through 'a bit down') but has confidence in their ability to recover ('I know I’ll bounce back'). The tone is generally optimistic and focused on taking control of one's finances.",0.19,0.19,0.19
"I need to be more mindful of my financial decisions after a recent setback. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Retirement Savings",-0.27,0.4,"The text expresses a neutral-to-positive sentiment towards the topic of financial literacy and decision-making. The use of words like 'need to be more mindful' suggests a sense of responsibility and awareness, which is a positive tone. However, the mention of a 'recent setback' also implies some level of negativity or frustration, hence the score being slightly above neutral.",-0.07,-0.07,-0.07
"Fear of debt keeps me up at night, but I’m working on paying it off. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Education Fund",0.1,0.25,"The text expresses a mix of negative and positive sentiments. The fear of debt is a negative sentiment, but the fact that the person is working on paying it off indicates a sense of determination and positivity, which slightly offsets the negative tone.",-0.01,-0.01,-0.01
"Looking forward to the rewards of my investment strategy over time. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Education Fund",-0.02,0.7,"The text expresses a positive sentiment as it mentions 'rewards' and 'looking forward', indicating anticipation and optimism towards the outcome of the investment strategy.",0.93,0.93,0.93
"I’m angry at myself for not sticking to my financial goals last year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Retirement Savings",-0.55,-0.7,The text expresses a negative sentiment due to the speaker's self-criticism and frustration about not achieving their financial goals. The use of 'angry' and 'not sticking to my financial goals' convey a sense of disappointment and regret.,-0.88,-0.88,-0.88
"What if I lose my job and don’t have enough savings to cover expenses? #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",-0.39,-0.5,"The text expresses a concern about financial security and uncertainty, which is a negative sentiment. The use of words like 'lose' and 'don't have enough savings' also contribute to the negative tone.",-0.52,-0.52,-0.52
"Anticipating a future of financial freedom after reaching my savings goals. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Education Fund",0.94,0.8,"The text expresses a positive and optimistic tone about achieving financial freedom, which is reflected in the sentiment score of 0.8. The use of words like 'anticipating' and 'financial freedom' convey a sense of excitement and accomplishment, indicating a positive outlook.",0.87,0.87,0.87
"I can't wait to see how my investments perform in the next few years. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Buying a House",-0.42,1.0,"The text expresses enthusiasm and anticipation for the performance of investments, which is a positive sentiment. The use of 'can't wait' also emphasizes the excitement and optimism, further supporting the high score.",0.95,0.95,0.95
"I'm placing my trust in the budgeting system I’ve set up for the year. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Retirement Savings",0.71,0.7,"The text expresses a positive sentiment towards the author's budgeting system and their trust in it, indicated by the phrase 'I'm placing my trust'. The tone is optimistic and confident, suggesting a strong positive sentiment.",0.61,0.61,0.61
"I'm scared that I won’t have enough money saved for retirement. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Retirement Savings",-0.15,-0.7,"The text expresses anxiety and uncertainty about having enough money saved for retirement, which is a common concern among people approaching retirement age. The use of the phrase 'I'm scared' also indicates a sense of fear or apprehension, which suggests a negative sentiment.",-0.77,-0.77,-0.77
"I thought I could afford that new gadget, but it looks like I need to save more. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Investing, Goal: Emergency Fund",0.61,-0.5,"The text expresses disappointment and recognition of the need to adjust one's financial plans, which is a neutral-to-negative sentiment. The tone is not overly negative or angry, but rather resigned and pragmatic.",0.03,0.03,0.03
"I trust that my investments will pay off in the long run. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Debt Management, Goal: Emergency Fund",-0.6,0.8,"The text expresses a positive sentiment by stating 'I trust' and 'will pay off', indicating confidence in the outcome of investments. The tone is optimistic and hopeful, with no negative or critical language used.",0.89,0.89,0.89
"I can't stand how much I'm paying in interest every month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Buying a House",0.72,-1.0,"The text expresses strong negative emotions towards the amount of interest being paid every month, using phrases like 'can't stand', which indicates a high level of frustration and discontent. This sentiment is further reinforced by the hashtags related to financial literacy and consumer behavior, suggesting that the author is aware of the importance of managing finances effectively.",-0.79,-0.79,-0.79
"Feeling accomplished after sticking to my budget this month. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Saving, Goal: Emergency Fund",0.9,0.8,"The text expresses a positive sentiment by using the phrase 'Feeling accomplished', which implies a sense of pride and satisfaction. The fact that the person stuck to their budget and achieved their goal also contributes to the positivity.",0.93,0.93,0.93
"Unexpected financial setbacks taught me to be more cautious. #FinancialLiteracy #ConsumerBehavior #TrendingTopic: Budgeting, Goal: Buying a House",-0.06,0.5,"The text expresses a neutral sentiment because it mentions 'setbacks' which implies some negative experience, but the overall tone is one of caution and learning from those experiences, rather than expressing strong emotions like anger or frustration.",-0.11,-0.11,-0.11
